YouTuber_Name,Title,Date,Duration_Seconds,Views,Likes,Comments,Dislikes,Like_to_Dislike_Ratio,Dislike_to_Like_Ratio,Engagement_Ratio
CD-Call,Haven Is An Amazing Game You Need To Play,2023-04-05 04:57:47+00:00,2167,35872,0,106,33,0.0,,0.3874888492417484
CD-Call,A 30 Minute Preview of the Pokemon Video,2023-04-18 12:31:22+00:00,1865,24163,0,121,19,0.0,,0.5793982535281215
CD-Call,Let's Make Fun of JK Rowling for 32 More Minutes,2023-05-05 18:04:06+00:00,1928,120689,0,260,81,0.0,,0.2825443909552652
CD-Call,The Owl House Season 3 Roundup (Squadcast),2023-05-30 13:09:11+00:00,5269,22834,0,49,18,0.0,,0.2934220898659893
CD-Call,"""The Dark Side Will Make You Forget"" Is The Worst Trope Ever",2023-06-08 22:48:40+00:00,1069,65246,0,240,61,0.0,,0.461330962817644
CD-Call,Unpacking Princess Tiana and Her Weird Movie,2023-06-28 11:31:39+00:00,855,46358,0,159,37,0.0,,0.4227964968290263
CD-Call,The Activision-Blizzard Pain Train (Squadcast),2023-07-04 01:53:55+00:00,5586,19517,0,65,26,0.0,,0.4662601834298304
CD-Call,Let's Talk About Why Your Story Based Show Will Suck,2023-07-20 01:59:55+00:00,1209,95496,0,507,266,0.0,,0.8094579877691213
CD-Call,"So How 'Bout That Turning Red Backlash, Eh?",2023-08-13 15:00:08+00:00,1259,65390,0,282,78,0.0,,0.5505428964673497
CD-Call,"Mary Sues Are Fun, Actually",2023-08-27 20:38:50+00:00,949,47939,0,429,358,0.0,,1.6416696218110514
CD-Call,Fandom Has A White Favouritism Problem,2023-09-11 07:04:46+00:00,910,61663,0,687,352,0.0,,1.6849650519760635
CD-Call,Baldur's Gate - A Messy Origin of RPG Romance,2023-09-20 21:02:38+00:00,1343,33091,0,136,165,0.0,,0.9096128856788855
CD-Call,Pokemon - A Complete Retrospective,2023-10-12 05:27:46+00:00,23064,596601,0,1706,2106,0.0,,0.6389530020901741
CD-Call,Re-Examining Steven Universe in 2023,2023-11-09 13:42:03+00:00,3717,285380,0,720,819,0.0,,0.5392809587217045
CD-Call,The Coffin of Andy and Leyley and Lazy Shock Content,2023-11-30 03:55:41+00:00,2728,568483,0,1272,3615,0.0,,0.8596563133814027
CD-Call,Imoen - A Baldur's Gate Video Essay,2023-12-21 12:52:56+00:00,2740,41812,0,212,122,0.0,,0.7988137376829619
CD-Call,Spy x Family Is Still Great,2024-01-23 13:30:09+00:00,2537,94962,0,274,71,0.0,,0.3633032160232514
CD-Call,Hazbin Hotel Was Pretty Neat,2024-02-09 11:34:33+00:00,1938,206799,0,886,470,0.0,,0.6557091668721802
CD-Call,Hazbin Hotel Discourse is F*cking Dumb,2024-03-13 08:39:47+00:00,1625,116142,0,505,258,0.0,,0.6569544178677825
CD-Call,Why Did They Make Another Avatar?,2024-04-15 09:41:37+00:00,4906,114064,0,432,175,0.0,,0.5321573853275354
CD-Call,Delicious In Dungeon is Kinda Crap,2024-05-18 04:48:24+00:00,1542,75731,0,370,1173,0.0,,2.037474746140946
CD-Call,I've Been Harassed and Lied About For 12 Years,2024-05-28 23:33:37+00:00,3717,144666,0,724,1001,0.0,,1.1924018083032641
CD-Call,Is Anyone Else Tired of Bickering Siblings?,2024-06-12 09:46:56+00:00,1612,54509,0,469,162,0.0,,1.1576070006787869
CD-Call,The Wholesome vs Dark Media Debate,2024-06-28 15:56:55+00:00,1036,42803,0,212,293,0.0,,1.1798238441230755
CD-Call,What Your Baldur's Gate Romance says about you (ALL 57 COMPANIONS),2024-07-15 04:21:38+00:00,215,15530,0,86,83,0.0,,1.0882163554410818
CD-Call,A Place Further Than The Universe is Perfect,2024-07-19 14:50:55+00:00,2080,30752,0,177,163,0.0,,1.1056191467221643
CD-Call,Legend of Korra: A 10 Year Retrospective,2024-08-26 07:17:08+00:00,8424,165462,0,434,241,0.0,,0.407948652862893
CD-Call,The Forgotten Gays of Western Animation,2024-09-04 22:04:19+00:00,1607,28928,0,181,105,0.0,,0.9886615044247787
CD-Call,This Video Is About Star Wars,2024-10-13 14:10:04+00:00,1265,31512,0,132,260,0.0,,1.243970550901244
CD-Call,Media Literacy Isn't Dead,2024-11-04 15:10:27+00:00,1949,38840,0,176,185,0.0,,0.9294541709577754
CD-Call,Revolutionary Girl Utena In A Nutshell,2024-11-14 16:38:10+00:00,1951,26031,0,103,85,0.0,,0.722215819599708
